"y1","y2","age","oficio","relab","college","cotPension","fweight","formal","hoursWorkUsual","sex","depto","clase","maxEducLevel","dsi","p6426","p6580s1","sizeFirm","wap","female","sqage","agefemale","sqagefemale"
5886.46240234375,1210929.41666667,29,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","Cotiza",271,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",14,250000,">50","Poblacion en edad de trabajar","Hombre",841,0,0
5185.18505859375,1e+06,53,"Albañiles, estucador,   cristaleros, mampostero, techadores, carpintero","Obrero o empleado de empresa particular;","Universidad","No cotiza",243,"informal",45,1,11,"Urban","secondary complete (11)","Otra cosa",14,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",2809,0,0
4745.2548828125,584083.333333333,44,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","No universidad","No cotiza",243,"informal",24,0,11,"Urban","primary complete (5)","Otra cosa",46,0,"self-employed","Poblacion en edad de trabajar","Mujer",1936,44,1936
4226.5078125,969453,27,"Trabajadores agropecuarios   en general, peón agrícola, tractorista, recolector de algodón, ordeñador,   porcicultor, cunicultor, avicultor, capricultor, avicultor, jardinero,   apicultor","Obrero o empleado de empresa particular;","No universidad","Cotiza",300,"formal",48,1,11,"Urban","terciary","Otra cosa",3,0,">50","Poblacion en edad de trabajar","Hombre",729,0,0
6014.22021484375,1237211,42,"Mayordomo, ecónomo, ama de   llaves","Obrero o empleado de empresa particular;","No universidad","Cotiza",451,"formal",48,0,11,"Urban","primary complete (5)","Otra cosa",120,0,">50","Poblacion en edad de trabajar","Mujer",1764,42,1764
4226.5078125,869453,22,"Operadores de máquinas   contables y de calcular, digitador, transcriptor","Obrero o empleado de empresa particular;","No universidad","Cotiza",451,"formal",48,0,11,"Urban","terciary","Otra cosa",9,0,">50","Poblacion en edad de trabajar","Mujer",484,22,484
4518.17431640625,929453,39,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","No universidad","Cotiza",451,"formal",48,0,11,"Urban","primary complete (5)","Otra cosa",5,0,">50","Poblacion en edad de trabajar","Mujer",1521,39,1521
3500,9e+05,25,"Ajustadores, montadores e   instaladores de maquinaria e instrumentos de precisión, relojeros y   mecánicos","Obrero o empleado de empresa particular;","No universidad","No cotiza",328,"informal",60,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",1,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",625,0,0
10742.0830078125,1841500,31,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado del gobierno;","No universidad","Cotiza",322,"formal",40,0,11,"Urban","terciary","Otra cosa",60,0,">50","Poblacion en edad de trabajar","Mujer",961,31,961
11666.6669921875,3e+05,21,"Guías de turismo, policía de   turismo, empresario de pompas fúnebres, embalsamador, recibidor de apuestas   en casino, garitero, azafata de avion, auxiliar de farmacia, enfermera,   veterinaria, trabajadora sexual","Obrero o empleado de empresa particular;","No universidad","Cotiza",266,"formal",6,1,11,"Urban","terciary","Otra cosa",7,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",441,0,0
4226.5078125,869453,45,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","No universidad","Cotiza",243,"formal",48,1,11,"Urban","primary complete (5)","Otra cosa",96,0,">50","Poblacion en edad de trabajar","Hombre",2025,0,0
3756.89575195312,1169453,51,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","No universidad","No cotiza",243,"informal",54,0,11,"Urban","primary complete (5)","Otra cosa",60,0,"self-employed","Poblacion en edad de trabajar","Mujer",2601,51,2601
8651.2822265625,2120000,27,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","Universidad","Cotiza",243,"formal",52,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,"11-50","Poblacion en edad de trabajar","Hombre",729,0,0
4566.78564453125,939453,44,"Guías de turismo, policía de   turismo, empresario de pompas fúnebres, embalsamador, recibidor de apuestas   en casino, garitero, azafata de avion, auxiliar de farmacia, enfermera,   veterinaria, trabajadora sexual","Obrero o empleado de empresa particular;","No universidad","Cotiza",243,"formal",48,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",3,0,">50","Poblacion en edad de trabajar","Hombre",1936,0,0
21875,4500000,54,"Abogados, jueces,   magistrados, fiscales, notarios","Obrero o empleado del gobierno;","No universidad","Cotiza",223,"formal",48,0,11,"Urban","terciary","Otra cosa",5,0,">50","Poblacion en edad de trabajar","Mujer",2916,54,2916
19444.4453125,4166667,47,"Abogados, jueces,   magistrados, fiscales, notarios","Obrero o empleado del gobierno;","No universidad","Cotiza",223,"formal",48,1,11,"Urban","terciary","Otra cosa",48,0,">50","Poblacion en edad de trabajar","Hombre",2209,0,0
18666.666015625,5e+06,47,"Directores, gerentes   (personal directivo)","Obrero o empleado de empresa particular;","No universidad","Cotiza",179,"formal",50,1,11,"Urban","terciary","Otra cosa",108,0,"11-50","Poblacion en edad de trabajar","Hombre",2209,0,0
9722.22265625,2066667,38,"Directores, gerentes   (personal directivo)","Obrero o empleado de empresa particular;","Universidad","Cotiza",179,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",108,0,"11-50","Poblacion en edad de trabajar","Mujer",1444,38,1444
4666.32373046875,959929.416666667,34,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","Cotiza",287,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",72,0,">50","Poblacion en edad de trabajar","Mujer",1156,34,1156
4666.32373046875,959929.416666667,55,"Sastres, modistas,   peleteros, tapiceros, fábrica de sombreros, bordadores, colchoneros","Obrero o empleado de empresa particular;","Universidad","Cotiza",174,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",120,0,">50","Poblacion en edad de trabajar","Mujer",3025,55,3025
3500,2090000,55,"Contadores","Obrero o empleado de empresa particular;","No universidad","Cotiza",222,"formal",60,0,11,"Urban","terciary","Otra cosa",360,0,"11-50","Poblacion en edad de trabajar","Mujer",3025,55,3025
7747.44921875,1593761,24,"Estadistas, matemáticos,   analistas de sistemas, técnicos","Obrero o empleado de empresa particular;","No universidad","Cotiza",222,"formal",48,1,11,"Urban","terciary","Otra cosa",4,0,">50","Poblacion en edad de trabajar","Hombre",576,0,0
9411.111328125,1936000,31,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado del gobierno;","Universidad","Cotiza",322,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",72,0,">50","Poblacion en edad de trabajar","Hombre",961,0,0
4530.3271484375,931953,38,"Sastres, modistas,   peleteros, tapiceros, fábrica de sombreros, bordadores, colchoneros","Obrero o empleado de empresa particular;","No universidad","Cotiza",132,"formal",48,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Mujer",1444,38,1444
4317.6923828125,888211,28,"Peones no clasificados,   recolector de basura, lustrabotas, montallantas, barrendero de calles,   jardines y parques, lavador de platos en restaurante;","Obrero o empleado de empresa particular;","No universidad","Cotiza",170,"formal",48,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",3,0,"11-50","Poblacion en edad de trabajar","Hombre",784,0,0
3797.7041015625,781242,20,"Trabajadores de las artes   gráficas, tipógrafos, encuadernadores","Obrero o empleado de empresa particular;","No universidad","No cotiza",170,"informal",48,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",6,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",400,0,0
4367.47998046875,1298453,47,"Carteros y mensajeros","Obrero o empleado de empresa particular;","No universidad","Cotiza",212,"formal",48,1,11,"Urban","terciary","Otra cosa",7,0,"11-50","Poblacion en edad de trabajar","Hombre",2209,0,0
14083.6103515625,3204333.33333333,47,"Agente de ventas,   representante comercial, comisionista","Obrero o empleado de empresa particular;","No universidad","Cotiza",212,"formal",40,0,11,"Urban","terciary","Otra cosa",264,0,">50","Poblacion en edad de trabajar","Mujer",2209,47,2209
3645.83325195312,750000,22,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","No universidad","No cotiza",212,"informal",48,1,11,"Urban","terciary","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Hombre",484,0,0
8629.6298828125,2790000,33,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado del gobierno;","No universidad","Cotiza",368,"formal",63,1,11,"Urban","terciary","Otra cosa",132,0,">50","Poblacion en edad de trabajar","Hombre",1089,0,0
14806.9443359375,2538333.33333333,35,"Estadistas, matemáticos,   analistas de sistemas, técnicos","Obrero o empleado de empresa particular;","No universidad","Cotiza",206,"formal",40,0,11,"Urban","terciary","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Mujer",1225,35,1225
9924.7685546875,2041666.66666667,29,"Conductores de vehículos de   transporte, taxistas, choferes","Obrero o empleado de empresa particular;","Universidad","Cotiza",206,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",7,0,">50","Poblacion en edad de trabajar","Hombre",841,0,0
5208.896484375,1071544.33333333,46,"Manipulación de mercancía y   movimiento de tierras – Estibadores, cargadores, empacadores, empalmador de   cables, conductor de grúa, operarios de maquinaria pesada","Obrero o empleado de empresa particular;","Universidad","Cotiza",255,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",0,0,"11-50","Poblacion en edad de trabajar","Hombre",2116,0,0
5250,1060000,50,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","No universidad","Cotiza",186,"formal",40,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",60,0,"self-employed","Poblacion en edad de trabajar","Mujer",2500,50,2500
6889.22021484375,1417211,29,"Director, gerente de   ventas","Obrero o empleado de empresa particular;","Universidad","Cotiza",395,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Hombre",841,0,0
7291.66650390625,1500000,58,"Conductores de vehículos de   transporte, taxistas, choferes","Obrero o empleado de empresa particular;","No universidad","Cotiza",217,"formal",48,1,11,"Urban","terciary","Otra cosa",244,0,">50","Poblacion en edad de trabajar","Hombre",3364,0,0
4803.8037109375,988211,22,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","No universidad","Cotiza",217,"formal",48,1,11,"Urban","terciary","Otra cosa",20,0,"11-50","Poblacion en edad de trabajar","Hombre",484,0,0
6029.3798828125,1531211,29,"Jefes de tren, controladores   de coches camas, cobradores, azafata de bus","Obrero o empleado de empresa particular;","Universidad","Cotiza",368,"formal",55,0,11,"Urban","secondary complete (11)","Otra cosa",48,0,">50","Poblacion en edad de trabajar","Mujer",841,29,841
7291.66650390625,1500000,25,"Supervisor de fabricación   (maquinaria y productos metálicos, equipos eléctricos y electrónicos,   productos de papel, cartón, caucho, productos químicos, plásticos, otros   materiales sintéticos, de tejidos y confección de prendas de vestir,   artículos de cuero, de calzado, de madera, cerámica y vidrio, productos del   tabaco) -Supervisor (Tratamiento de metales, de sustancias químicas básicas y   materias afines, preparación de alimentos y bebidas, de construcciones y   obras, artes gráficas, producción y distribución de electricidad, gas y   agua)","Obrero o empleado de empresa particular;","No universidad","Cotiza",212,"formal",48,0,11,"Urban","terciary","Otra cosa",3,0,">50","Poblacion en edad de trabajar","Mujer",625,25,625
5227.7607421875,1008211,18,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","No universidad","Cotiza",212,"formal",45,0,11,"Urban","terciary","Otra cosa",3,0,">50","Poblacion en edad de trabajar","Mujer",324,18,324
6734.54638671875,1039044.33333333,20,"Bibliotecarios, archivistas,   encargados de museos, sociólogos, antropólogos, trabajadores de asistencia   social, filólogos, traductores, interpretes, psicólogos, sociólogo, lector de   cartas","Obrero o empleado de empresa particular;","No universidad","Cotiza",212,"formal",36,0,11,"Urban","terciary","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Mujer",400,20,400
9536.7861328125,1634877.66666667,28,"Contadores","Obrero o empleado de empresa particular;","No universidad","Cotiza",301,"formal",40,0,11,"Urban","terciary","Otra cosa",60,0,">50","Poblacion en edad de trabajar","Mujer",784,28,784
6732.0439453125,1384877.66666667,29,"Agente de seguros,   inmobiliarios, de cambio y bolsa, subastadores, jefes de ventas de   intangibles, comisionista de propiedad raiz, promotor de salud","Obrero o empleado de empresa particular;","No universidad","Cotiza",301,"formal",48,1,11,"Urban","terciary","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Hombre",841,0,0
3961.8056640625,815000,46,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","No universidad","Cotiza",334,"formal",48,1,11,"Urban","primary incomplete (1-4)","Otra cosa",72,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",2116,0,0
3393.939453125,8e+05,19,"Manipulación de mercancía y   movimiento de tierras – Estibadores, cargadores, empacadores, empalmador de   cables, conductor de grúa, operarios de maquinaria pesada","Obrero o empleado de empresa particular;","Universidad","No cotiza",223,"informal",55,1,11,"Urban","secondary complete (11)","Otra cosa",3,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",361,0,0
3797.7041015625,976492,20,"Bibliotecarios, archivistas,   encargados de museos, sociólogos, antropólogos, trabajadores de asistencia   social, filólogos, traductores, interpretes, psicólogos, sociólogo, lector de   cartas","Obrero o empleado de empresa particular;","No universidad","No cotiza",223,"informal",48,0,11,"Urban","terciary","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Mujer",400,20,400
2898.1767578125,869453,55,"Albañiles, estucador,   cristaleros, mampostero, techadores, carpintero","Obrero o empleado de empresa particular;","No universidad","No cotiza",182,"informal",70,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",2,0,">50","Poblacion en edad de trabajar","Hombre",3025,0,0
6238.42626953125,1283333.33333333,30,"Albañiles, estucador,   cristaleros, mampostero, techadores, carpintero","Obrero o empleado de empresa particular;","Universidad","Cotiza",182,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",12,0,"11-50","Poblacion en edad de trabajar","Hombre",900,0,0
4226.5078125,869453,24,"Operadores de máquinas   contables y de calcular, digitador, transcriptor","Obrero o empleado de empresa particular;","No universidad","Cotiza",172,"formal",48,0,11,"Urban","terciary","Otra cosa",8,0,">50","Poblacion en edad de trabajar","Mujer",576,24,576
5423.48046875,1115687.41666667,57,"Agente de seguros,   inmobiliarios, de cambio y bolsa, subastadores, jefes de ventas de   intangibles, comisionista de propiedad raiz, promotor de salud","Obrero o empleado de empresa particular;","Universidad","Cotiza",155,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",96,66000,">50","Poblacion en edad de trabajar","Mujer",3249,57,3249
4525.3515625,930929.416666667,54,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","No universidad","Cotiza",155,"formal",48,0,11,"Urban","terciary","Otra cosa",7,0,">50","Poblacion en edad de trabajar","Mujer",2916,54,2916
5461.728515625,1053333.33333333,25,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","No universidad","Cotiza",155,"formal",45,1,11,"Urban","terciary","Otra cosa",1,0,">50","Poblacion en edad de trabajar","Hombre",625,0,0
7741.3193359375,1221666.66666667,30,"Atletas, deportistas,   docentes de educación física","Obrero o empleado de empresa particular;","No universidad","Cotiza",238,"formal",32,1,11,"Urban","terciary","Otra cosa",60,0,">50","Poblacion en edad de trabajar","Hombre",900,0,0
3593.05541992188,862333.333333333,43,"Vendedores, ambulantes, a   domicilio, de loterías y periódicos, mercaderistas","Obrero o empleado de empresa particular;","No universidad","Cotiza",238,"formal",56,0,11,"Urban","terciary","Otra cosa",60,0,"11-50","Poblacion en edad de trabajar","Mujer",1849,43,1849
2592.59252929688,5e+05,23,"Carpinteros, ebanistas,   labrador, tallador","Obrero o empleado de empresa particular;","Universidad","No cotiza",153,"informal",45,1,11,"Urban","secondary complete (11)","Otra cosa",2,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",529,0,0
4226.5078125,869453,19,"Trabajadores de la   preparación de alimentos y bebidas – panaderos, pasteleros, confiteros,   matarifes, carniceros, tratamiento y elaboración de productos lácteos,   trapichero, panelero, hornero, catador, cerveceros","Obrero o empleado de empresa particular;","No universidad","Cotiza",153,"formal",48,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",8,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",361,19,361
5654.498046875,1423211,59,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","Universidad","Cotiza",219,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Mujer",3481,59,3481
7884.0087890625,1351544.33333333,33,"Secretarias, mecanógrafas,   taquígrafos, teletípistas, operadores de máquinas perforadoras de tarjetas y   cintas","Obrero o empleado de empresa particular;","No universidad","Cotiza",219,"formal",40,0,11,"Urban","terciary","Otra cosa",34,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",1089,33,1089
5476.10693359375,1103044.33333333,38,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","Universidad","Cotiza",144,"formal",47,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Hombre",1444,0,0
3240.74072265625,375000,19,"Escultores, pintores,   fotógrafos, decoradores, operadores de cámaras de cine y TV, diseñador","Obrero o empleado de empresa particular;","Universidad","No cotiza",144,"informal",27,0,11,"Urban","secondary complete (11)","Otra cosa",2,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",361,19,361
8802.5244140625,4074311.66666667,31,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","Universidad","Cotiza",295,"formal",72,1,11,"Urban","secondary complete (11)","Otra cosa",32,22000,">50","Poblacion en edad de trabajar","Hombre",961,0,0
4471.00634765625,1299687.41666667,40,"Director, gerente de   ventas","Obrero o empleado de empresa particular;","Universidad","Cotiza",295,"formal",60,1,11,"Urban","secondary complete (11)","Otra cosa",96,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",1600,0,0
6326.95166015625,1436544.33333333,45,"Sastres, modistas,   peleteros, tapiceros, fábrica de sombreros, bordadores, colchoneros","Obrero o empleado de empresa particular;","No universidad","Cotiza",255,"formal",48,1,11,"Urban","primary complete (5)","Otra cosa",240,0,">50","Poblacion en edad de trabajar","Hombre",2025,0,0
3017.91381835938,931242,36,"Electricistas de vivienda y   automotriz, instalador y reparador de teléfonos y contadores","Obrero o empleado de empresa particular;","Universidad","Cotiza",335,"formal",72,1,11,"Urban","secondary complete (11)","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Hombre",1296,0,0
3967.78002929688,1150286.33333333,32,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","Universidad","Cotiza",335,"formal",60,0,11,"Urban","secondary complete (11)","Otra cosa",10,0,"11-50","Poblacion en edad de trabajar","Mujer",1024,32,1024
5225.6943359375,1075000,23,"Arquitectos – Ingenieros   (civil, eléctrico, electrónico, mecánico, químico, metalúrgicos, minas e   industrial)","Obrero o empleado de empresa particular;","No universidad","Cotiza",249,"formal",48,1,11,"Urban","terciary","Otra cosa",12,0,"11-50","Poblacion en edad de trabajar","Hombre",529,0,0
5057.109375,1331953,53,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","Universidad","Cotiza",212,"formal",43,0,11,"Urban","secondary complete (11)","Otra cosa",132,0,">50","Poblacion en edad de trabajar","Mujer",2809,53,2809
6626.72021484375,1363211,53,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","Universidad","Cotiza",212,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",53,0,"11-50","Poblacion en edad de trabajar","Hombre",2809,0,0
3305.5556640625,412000,20,"Carteros y mensajeros","Obrero o empleado de empresa particular;","Universidad","No cotiza",212,"informal",24,1,11,"Urban","secondary complete (11)","Otra cosa",4,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",400,0,0
13153.453125,2254877.66666667,24,"Auxiliar de contabilidad,   cajeros, empleados de bancos","Obrero o empleado de empresa particular;","No universidad","Cotiza",326,"formal",40,1,11,"Urban","terciary","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Hombre",576,0,0
4621.47314453125,1058703,29,"Guías de turismo, policía de   turismo, empresario de pompas fúnebres, embalsamador, recibidor de apuestas   en casino, garitero, azafata de avion, auxiliar de farmacia, enfermera,   veterinaria, trabajadora sexual","Obrero o empleado de empresa particular;","No universidad","Cotiza",326,"formal",48,0,11,"Urban","terciary","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Mujer",841,29,841
3797.7041015625,781242,22,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","No cotiza",326,"informal",48,1,11,"Urban","secondary complete (11)","Otra cosa",1,0,">50","Poblacion en edad de trabajar","Hombre",484,0,0
5046.85888671875,1038211,21,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","Cotiza",326,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Hombre",441,0,0
4226.5078125,1109453,56,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","No universidad","Cotiza",271,"formal",48,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",48,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",3136,56,3136
10446.52734375,2449000,30,"Estadistas, matemáticos,   analistas de sistemas, técnicos","Obrero o empleado de empresa particular;","No universidad","Cotiza",271,"formal",48,0,11,"Urban","terciary","Otra cosa",96,0,">50","Poblacion en edad de trabajar","Mujer",900,30,900
6460.41650390625,1329000,36,"Manipulación de mercancía y   movimiento de tierras – Estibadores, cargadores, empacadores, empalmador de   cables, conductor de grúa, operarios de maquinaria pesada","Obrero o empleado de empresa particular;","No universidad","Cotiza",292,"formal",48,1,11,"Urban","terciary","Otra cosa",96,0,"11-50","Poblacion en edad de trabajar","Hombre",1296,0,0
4671.1845703125,960929.416666667,37,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","Universidad","Cotiza",292,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Mujer",1369,37,1369
6869.77587890625,1626211,23,"Conductores de vehículos de   transporte, taxistas, choferes","Obrero o empleado de empresa particular;","Universidad","Cotiza",221,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Hombre",529,0,0
4989.0732421875,1197377.66666667,20,"Guías de turismo, policía de   turismo, empresario de pompas fúnebres, embalsamador, recibidor de apuestas   en casino, garitero, azafata de avion, auxiliar de farmacia, enfermera,   veterinaria, trabajadora sexual","Obrero o empleado de empresa particular;","Universidad","Cotiza",221,"formal",56,0,11,"Urban","secondary complete (11)","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Mujer",400,20,400
4083.33325195312,1040000,53,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","No universidad","No cotiza",246,"informal",48,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",23,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",2809,53,2809
8394.765625,3741666.66666667,43,"Agentes   administrativos","Obrero o empleado del gobierno;","Universidad","Cotiza",303,"formal",104,1,11,"Urban","secondary complete (11)","Otra cosa",276,0,">50","Poblacion en edad de trabajar","Hombre",1849,0,0
7097.22216796875,1460000,37,"Guías de turismo, policía de   turismo, empresario de pompas fúnebres, embalsamador, recibidor de apuestas   en casino, garitero, azafata de avion, auxiliar de farmacia, enfermera,   veterinaria, trabajadora sexual","Obrero o empleado de empresa particular;","No universidad","Cotiza",303,"formal",48,0,11,"Urban","terciary","Otra cosa",132,0,">50","Poblacion en edad de trabajar","Mujer",1369,37,1369
3111.11108398438,1150000,34,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","No universidad","No cotiza",255,"informal",60,1,11,"Urban","primary incomplete (1-4)","Otra cosa",36,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",1156,0,0
4096.5478515625,842718.416666667,45,"Carteros y mensajeros","Obrero o empleado de empresa particular;","No universidad","Cotiza",211,"formal",48,1,11,"Urban","primary complete (5)","Otra cosa",72,0,">50","Poblacion en edad de trabajar","Hombre",2025,0,0
6076.388671875,1250000,25,"Conductores de vehículos de   transporte, taxistas, choferes","Obrero o empleado de empresa particular;","Universidad","Cotiza",305,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Hombre",625,0,0
4212.037109375,758166.666666667,23,"Auxiliar de contabilidad,   cajeros, empleados de bancos","Obrero o empleado de empresa particular;","Universidad","Cotiza",305,"formal",42,0,11,"Urban","secondary complete (11)","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Mujer",529,23,529
4641.7666015625,954877.666666667,28,"Sastres, modistas,   peleteros, tapiceros, fábrica de sombreros, bordadores, colchoneros","Obrero o empleado de empresa particular;","Universidad","No cotiza",398,"informal",48,1,11,"Urban","secondary complete (11)","Otra cosa",36,0,"11-50","Poblacion en edad de trabajar","Hombre",784,0,0
5714.84326171875,979687.416666667,29,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","Cotiza",219,"formal",40,0,11,"Urban","secondary complete (11)","Otra cosa",60,0,">50","Poblacion en edad de trabajar","Mujer",841,29,841
4525.3515625,930929.416666667,35,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","No universidad","Cotiza",290,"formal",48,0,11,"Urban","primary complete (5)","Otra cosa",37,0,">50","Poblacion en edad de trabajar","Mujer",1225,35,1225
